Event,Fighter 1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC Fight Night: Overeem vs. Rozenstruik,Virna Jandiroba,0,7,20,0.35,20,35,3,4,0.75,3,0,222.0,4,15,3,5,0,0,5,17,2,3,0,0,Mallory Martin,0,9,30,0.3,17,39,0,0,,0,0,30.0,6,27,3,3,0,0,7,27,2,3,0,0
UFC Fight Night: Hunt vs Nelson,Katsunori Kikuno,0,32,78,0.41,33,79,1,1,1.0,1,0,48.0,20,60,3,8,9,10,30,74,2,4,0,0,Sam Sicilia,0,36,91,0.39,37,92,0,0,,0,0,0.0,18,64,7,12,11,15,27,79,9,12,0,0
UFC Fight Night: Gaethje vs. Vick,Justin Gaethje,1,7,15,0.46,7,15,0,0,,0,0,4.0,3,8,2,3,2,4,6,14,0,0,1,1,James Vick,0,10,20,0.5,11,21,0,0,,0,0,0.0,3,9,5,8,2,3,10,20,0,0,0,0
UFC 166: Velasquez vs Dos Santos 3,John Dodson,2,28,57,0.49,29,58,0,1,0.0,0,0,21.0,20,46,6,7,2,4,16,43,10,12,2,2,Darrell Montague,0,10,37,0.27,10,37,0,1,0.0,0,0,0.0,7,31,0,1,3,5,10,36,0,1,0,0
UFC 139: Shogun vs Henderson,Stephan Bonnar,0,36,74,0.48,133,183,4,6,0.66,1,0,635.0,18,51,11,14,7,9,12,36,15,19,9,19,Kyle Kingsbury,0,31,53,0.58,38,60,0,0,,0,0,58.0,15,33,7,9,9,11,19,37,12,16,0,0
UFC 259: Blachowicz vs. Adesanya,Kennedy Nzechukwu,1,82,148,0.55,84,150,0,1,0.0,0,0,5.0,81,144,1,4,0,0,72,132,3,8,7,8,Carlos Ulberg,0,146,227,0.64,146,227,0,0,,0,0,5.0,101,175,31,37,14,15,132,210,14,17,0,0
UFC Fight Night: Rockhold vs Philippou,Yoel Romero,0,60,94,0.63,87,122,0,4,0.0,0,0,53.0,27,54,25,32,8,8,31,59,6,8,23,27,Derek Brunson,0,38,94,0.4,56,112,3,5,0.6,0,0,176.0,20,68,1,6,17,20,35,84,1,4,2,6
UFC Fight Night: Poirier vs. Johnson,Roan Carneiro,0,33,70,0.47,43,80,2,6,0.33,0,1,157.0,24,59,7,9,2,2,28,65,5,5,0,0,Kenny Robertson,0,28,134,0.2,45,153,0,0,,0,2,192.0,11,110,6,9,11,15,21,125,4,4,3,5
UFC 30: Battle on the Boardwalk,Pedro Rizzo,1,31,86,0.36,35,90,0,0,,0,0,1.0,18,67,3,3,10,16,23,71,8,15,0,0,Josh Barnett,0,39,101,0.38,41,103,0,0,,0,0,0.0,17,74,6,9,16,18,29,78,10,23,0,0
UFC Fight Night: Lauzon vs Stephens,Anthony Johnson,1,21,47,0.44,32,62,0,0,,0,0,9.0,10,30,2,5,9,12,12,38,4,4,5,5,Luigi Fioravanti,0,12,23,0.52,13,24,0,1,0.0,0,0,18.0,6,13,2,3,4,7,11,21,1,2,0,0
UFC 155: Dos Santos vs Velasquez II,Junior Dos Santos,0,57,137,0.41,66,146,0,1,0.0,0,0,63.0,32,102,25,35,0,0,43,117,14,20,0,0,Cain Velasquez,1,111,224,0.49,210,339,11,33,0.33,0,0,835.0,82,193,25,27,4,4,35,122,39,53,37,49
UFC Fight Night: Stephens vs. Choi,Kalindra Faria,0,38,70,0.54,52,91,1,2,0.5,1,0,63.0,28,58,6,8,4,4,18,48,7,8,13,14,Jessica Eye,0,25,49,0.51,53,86,3,4,0.75,6,0,384.0,20,42,2,4,3,3,15,35,3,3,7,11
UFC 68: The Uprising,Jason Lambert,2,19,30,0.63,64,85,2,2,1.0,0,0,191.0,15,26,3,3,1,1,3,3,8,11,8,16,Renato Sobral,0,5,22,0.22,23,41,1,1,1.0,1,0,237.0,4,15,1,6,0,1,2,11,2,8,1,3
UFC 244: Masvidal vs. Diaz,Andrei Arlovski,0,4,9,0.44,4,9,0,0,,0,0,0.0,1,6,0,0,3,3,4,9,0,0,0,0,Jairzinho Rozenstruik,1,5,9,0.55,5,9,0,0,,0,0,2.0,4,8,0,0,1,1,5,9,0,0,0,0
UFC 123: Rampage vs Machida,Quinton Jackson,0,16,49,0.32,70,104,1,1,1.0,0,0,141.0,9,41,3,3,4,5,6,35,10,14,0,0,Lyoto Machida,0,33,51,0.64,53,71,1,3,0.33,1,0,278.0,13,23,6,7,14,21,26,40,6,10,1,1
UFC 167: St-Pierre vs Hendricks,Brian Ebersole,0,42,114,0.36,42,114,0,7,0.0,0,0,25.0,29,87,6,14,7,13,38,107,4,7,0,0,Rick Story,1,71,199,0.35,75,203,2,2,1.0,0,0,62.0,39,149,21,39,11,11,62,178,2,13,7,8
UFC 249: Ferguson vs. Gaethje,Jeremy Stephens,0,57,104,0.54,57,104,0,0,,0,0,6.0,24,66,9,12,24,26,56,103,1,1,0,0,Calvin Kattar,1,52,113,0.46,52,113,0,1,0.0,0,0,6.0,32,92,12,13,8,8,47,103,1,4,4,6
UFC on FOX: Teixeira vs Evans,Rose Namajunas,0,46,156,0.29,48,160,2,4,0.5,0,0,80.0,27,126,15,25,4,5,41,145,0,3,5,8,Tecia Torres,0,61,121,0.5,93,155,0,1,0.0,0,0,45.0,20,74,13,18,28,29,51,108,9,12,1,1
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joshua Burkman,0,4,5,0.8,4,5,1,1,1.0,0,0,3.0,3,4,0,0,1,1,1,2,0,0,3,3,Sammy Morgan,0,1,2,0.5,1,2,0,0,,0,0,0.0,0,1,1,1,0,0,0,1,1,1,0,0
UFC on FOX: Lawler vs Brown,Andreas Stahl,0,41,111,0.36,69,143,0,1,0.0,0,0,181.0,28,94,9,12,4,5,26,88,13,21,2,2,Gilbert Burns,0,44,140,0.31,56,153,2,10,0.2,0,0,223.0,27,114,15,23,2,3,29,118,15,22,0,0
UFC Fight Night: Brunson vs. Machida,Deiveson Figueiredo,0,19,48,0.39,22,52,1,4,0.25,5,0,66.0,9,31,10,17,0,0,12,40,7,8,0,0,Jarred Brooks,0,30,52,0.57,82,112,7,11,0.63,0,0,449.0,26,46,4,5,0,1,6,21,7,10,17,21
UFC Fight Night: Dos Anjos vs. Edwards,Alexander Hernandez,0,25,91,0.27,26,92,0,1,0.0,0,0,20.0,9,53,13,33,3,5,25,90,0,0,0,1,Francisco Trinaldo,0,25,52,0.48,28,55,0,0,,0,0,0.0,13,33,11,18,1,1,24,51,1,1,0,0
UFC Fight Night: Rockhold vs Philippou,Luke Rockhold,1,12,19,0.63,12,19,0,0,,0,0,16.0,4,11,7,7,1,1,8,15,3,3,1,1,Constantinos Philippou,0,4,19,0.21,4,19,0,0,,0,0,0.0,1,15,1,2,2,2,3,18,1,1,0,0
UFC Fight Night: Boetsch vs Henderson,Jose Quinonez,0,2,3,0.66,4,5,1,2,0.5,2,0,131.0,2,3,0,0,0,0,0,1,1,1,1,1,Leonardo Morales,0,3,4,0.75,3,4,0,0,,0,0,0.0,0,1,1,1,2,2,3,4,0,0,0,0
UFC 180: Werdum vs Hunt,Augusto Montano,0,30,52,0.57,32,54,0,0,,0,0,87.0,20,39,8,8,2,5,4,17,22,28,4,7,Chris Heatherly,0,8,20,0.4,10,22,1,3,0.33,0,0,48.0,7,18,0,0,1,2,6,13,2,7,0,0
UFC 148: Silva vs Sonnen 2,Chad Mendes,1,8,8,1.0,9,9,0,0,,0,0,3.0,5,5,2,2,1,1,4,4,0,0,4,4,Cody McKenzie,0,1,6,0.16,1,6,0,0,,0,0,0.0,0,5,0,0,1,1,1,6,0,0,0,0
UFC 6: Clash of the Titans,David Abbott,0,14,21,0.66,18,25,1,1,1.0,0,0,,13,20,1,1,0,0,1,1,0,0,13,20,Paul Varelans,0,1,2,0.5,12,14,0,0,,0,0,,0,1,1,1,0,0,0,1,1,1,0,0
UFC Fight Night: Waterson vs. Hill,Roxanne Modafferi,0,60,169,0.35,129,267,4,7,0.57,0,0,289.0,56,162,2,5,2,2,57,165,0,1,3,3,Andrea Lee,0,97,189,0.51,118,210,3,4,0.75,0,2,97.0,50,128,23,36,24,25,89,178,5,8,3,3
UFC on FUEL TV: Munoz vs Weidman,James Te Huna,1,122,249,0.49,172,301,3,9,0.33,0,0,170.0,80,195,23,31,19,23,109,227,3,6,10,16,Joey Beltran,0,73,278,0.26,90,296,1,2,0.5,0,0,111.0,45,243,11,17,17,18,59,264,13,13,1,1
UFC 38: Brawl at the Hall,Matt Hughes,0,58,77,0.75,104,123,4,6,0.66,1,0,977.0,47,65,11,12,0,0,0,5,1,1,57,71,Carlos Newton,0,3,9,0.33,8,14,0,1,0.0,1,1,52.0,3,9,0,0,0,0,1,6,0,1,2,2
UFC 223: Khabib vs. Iaquinta,Renato Moicano,0,116,206,0.56,117,207,0,0,,0,0,0.0,60,133,18,27,38,46,115,205,1,1,0,0,Calvin Kattar,0,41,140,0.29,41,140,0,2,0.0,0,0,1.0,35,131,5,8,1,1,41,140,0,0,0,0
UFC 190: Rousey vs Correia,Warlley Alves,0,17,38,0.44,23,46,2,3,0.66,1,0,258.0,9,29,4,5,4,4,12,31,3,3,2,4,Nordine Taleb,0,17,34,0.5,30,47,0,2,0.0,0,0,65.0,8,23,5,6,4,5,13,28,4,6,0,0
UFC Fight Night: Bisping vs. Gastelum,Wang Guan,1,71,164,0.43,75,169,0,3,0.0,0,0,24.0,30,106,11,20,30,38,61,149,2,3,8,12,Alex Caceres,0,49,123,0.39,49,124,0,0,,0,0,22.0,22,91,21,24,6,8,43,115,6,8,0,0
UFC 204: Bisping vs. Henderson,Vitor Belfort,0,8,26,0.3,9,27,0,0,,0,0,0.0,5,21,3,5,0,0,6,23,2,3,0,0,Gegard Mousasi,0,57,114,0.5,65,124,1,4,0.25,0,0,92.0,41,95,4,7,12,12,29,57,14,30,14,27
UFC 253: Adesanya vs. Costa,Khadis Ibragimov,0,19,46,0.41,36,65,0,0,,1,1,90.0,16,43,1,1,2,2,12,37,3,3,4,6,Danilo Marques,0,16,22,0.72,19,26,4,16,0.25,0,0,436.0,7,12,6,7,3,3,15,20,0,1,1,1
UFC 145: Jones vs Evans,Brendan Schaub,0,9,17,0.52,9,17,0,0,,0,0,8.0,9,17,0,0,0,0,7,15,2,2,0,0,Ben Rothwell,1,8,17,0.47,8,18,0,0,,0,0,2.0,6,15,2,2,0,0,5,12,2,2,1,3
UFC 134: Silva vs Okami,Paulo Thiago,0,19,69,0.27,30,84,6,6,1.0,1,0,295.0,13,59,3,6,3,4,17,65,0,0,2,4,David Mitchell,0,23,120,0.19,62,161,0,0,,0,0,37.0,14,101,1,6,8,13,22,119,0,0,1,1
UFC 78: Validation,Frankie Edgar,0,42,79,0.53,162,212,8,12,0.66,0,0,790.0,39,76,3,3,0,0,3,8,2,2,37,69,Spencer Fisher,0,6,21,0.28,31,47,0,0,,0,0,0.0,3,17,2,3,1,1,3,16,2,4,1,1
UFC Fight Night: Barboza vs. Lee,Ryan LaFlare,0,24,48,0.5,47,71,1,6,0.16,0,1,268.0,5,27,17,19,2,2,17,38,3,6,4,4,Alex Garcia,0,11,54,0.2,21,66,5,7,0.71,0,0,246.0,6,46,4,7,1,1,7,46,3,7,1,1
UFC Fight Night: Figueiredo vs. Benavidez 2,Alexandre Pantoja,0,32,62,0.51,40,71,1,2,0.5,0,0,137.0,17,40,12,19,3,3,30,60,1,1,1,1,Askar Askarov,0,41,63,0.65,44,66,2,15,0.13,0,1,311.0,31,53,1,1,9,9,34,54,5,6,2,3
UFC 187: Johnson vs Cormier,Islam Makhachev,0,32,50,0.64,53,80,3,5,0.6,1,0,180.0,27,44,3,4,2,2,17,29,9,14,6,7,Leo Kuntz,0,7,25,0.28,11,30,0,0,,0,0,0.0,2,14,1,4,4,7,7,24,0,1,0,0
UFC Fight Night: Chiesa vs. Magny,Dalcha Lungiambula,0,29,65,0.44,61,98,1,2,0.5,0,0,406.0,17,47,12,17,0,1,5,34,5,8,19,23,Markus Perez,0,25,49,0.51,50,75,0,1,0.0,1,0,261.0,7,26,15,18,3,5,18,37,7,12,0,0
UFC 13: The Ultimate Force,Guy Mezger,0,35,54,0.64,86,110,0,0,,0,0,,21,39,6,6,8,9,14,23,13,19,8,12,Christophe Leninger,0,3,16,0.18,18,32,0,2,0.0,1,0,,3,13,0,0,0,3,3,10,0,6,0,0
UFC Fight Night: Belfort vs Henderson 2,Santiago Ponzinibbio,1,25,81,0.3,32,92,0,0,,0,0,31.0,15,61,5,13,5,7,24,77,1,1,0,3,Ryan LaFlare,1,75,170,0.44,109,211,5,10,0.5,0,2,432.0,45,126,20,30,10,14,34,109,9,12,32,49
UFC 228: Woodley vs. Till,Carla Esparza,0,6,10,0.6,12,18,0,2,0.0,0,1,4.0,1,5,5,5,0,0,0,3,6,7,0,0,Tatiana Suarez,0,82,98,0.83,136,155,9,11,0.81,0,0,777.0,64,77,15,18,3,3,6,11,6,8,70,79
UFC Fight Night: Iaquinta vs. Cowboy,Macy Chiasson,0,43,66,0.65,82,107,0,0,,0,2,197.0,38,61,5,5,0,0,1,2,0,0,42,64,Sarah Moras,0,9,11,0.81,29,38,1,3,0.33,1,0,226.0,9,11,0,0,0,0,1,1,0,0,8,10
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal,0,38,93,0.4,47,103,1,2,0.5,0,0,86.0,12,59,16,21,10,13,22,67,15,20,1,6,Rustam Khabilov,1,32,100,0.32,50,118,2,10,0.2,1,0,168.0,27,86,5,13,0,1,27,92,4,6,1,2
UFC Fight Night: Brown vs Silva,Neil Magny,0,29,77,0.37,52,105,4,9,0.44,0,0,319.0,14,52,11,18,4,7,21,64,7,11,1,2,Tim Means,0,30,66,0.45,53,89,3,4,0.75,1,0,60.0,18,46,5,13,7,7,15,46,8,10,7,10
UFC Fight Night: Magny vs Gastelum,Erik Perez,0,31,92,0.33,109,172,1,2,0.5,0,0,0.0,17,69,14,21,0,2,17,73,2,4,12,15,Taylor Lapilus,1,20,78,0.25,23,82,0,1,0.0,1,0,431.0,12,65,4,5,4,8,18,76,2,2,0,0
UFC Fight Night: Henderson vs Dos Anjos,Beneil Dariush,0,26,61,0.42,30,65,2,3,0.66,1,0,71.0,6,32,17,24,3,5,15,47,11,14,0,0,Anthony Rocco Martin,0,34,72,0.47,38,76,1,4,0.25,0,0,140.0,24,59,2,4,8,9,27,61,7,11,0,0
UFC 250: Nunes vs. Spencer,Evan Dunham,0,3,6,0.5,4,7,0,0,,0,0,5.0,2,5,1,1,0,0,2,4,1,2,0,0,Herbert Burns,0,5,10,0.5,8,13,1,1,1.0,1,0,38.0,4,6,1,3,0,1,4,8,0,1,1,1
UFC Fight Night: Bigfoot vs Mir,Jessica Andrade,1,6,15,0.4,8,21,0,0,,0,0,62.0,5,14,1,1,0,0,3,11,3,4,0,0,Marion Reneau,0,6,16,0.37,9,20,0,0,,1,0,0.0,5,15,1,1,0,0,5,14,1,2,0,0
UFC 152: Jones vs Belfort,Igor Pokrajac,0,8,13,0.61,22,31,1,2,0.5,0,0,185.0,3,8,4,4,1,1,2,6,4,4,2,3,Vinny Magalhaes,0,15,19,0.78,25,32,1,3,0.33,2,0,99.0,2,6,11,11,2,2,1,3,12,13,2,3
UFC Fight Night: MacDonald vs Thompson,Rory MacDonald,0,61,152,0.4,62,153,0,2,0.0,0,0,8.0,50,137,10,14,1,1,47,135,11,13,3,4,Stephen Thompson,0,110,259,0.42,124,274,0,0,,0,0,108.0,71,208,23,34,16,17,97,242,8,12,5,5
UFC Fight Night: Boetsch vs Henderson,Chris Wade,0,32,57,0.56,55,80,4,7,0.57,0,2,388.0,15,36,9,12,8,9,23,44,7,11,2,2,Christos Giagos,0,28,84,0.33,41,98,0,4,0.0,0,1,171.0,17,70,10,13,1,1,19,68,9,16,0,0
UFC 103: Franklin vs Belfort,Tomasz Drwal,0,31,73,0.42,36,80,3,7,0.42,1,0,155.0,24,66,0,0,7,7,22,56,6,10,3,7,Drew McFedries,0,17,46,0.36,17,46,0,0,,0,0,0.0,12,40,2,2,3,4,16,45,1,1,0,0
UFC Fight Night: Rodriguez vs. Penn,Devin Powell,0,22,80,0.27,44,102,0,0,,0,0,7.0,7,57,7,12,8,11,15,66,7,14,0,0,Drakkar Klose,0,68,110,0.61,114,163,2,2,1.0,0,0,486.0,29,64,32,36,7,10,36,71,29,35,3,4
UFC 157: Rousey vs Carmouche,Kenny Robertson,0,9,13,0.69,27,32,1,1,1.0,2,0,155.0,8,12,0,0,1,1,1,3,0,0,8,10,Brock Jardine,0,1,3,0.33,1,3,0,0,,1,0,0.0,0,2,0,0,1,1,1,3,0,0,0,0
UFC 119: Mir vs Cro Cop,Sean Sherk,0,38,115,0.33,81,165,5,18,0.27,0,1,490.0,31,107,3,4,4,4,31,107,2,3,5,5,Evan Dunham,0,75,164,0.45,123,216,0,0,,7,0,34.0,65,149,9,14,1,1,69,156,6,8,0,0
UFC Fight Night: Mir vs Duffee,Kevin Lee,0,9,28,0.32,9,28,1,2,0.5,1,0,68.0,4,20,5,8,0,0,8,27,1,1,0,0,James Moontasri,0,6,18,0.33,6,18,0,0,,0,0,6.0,1,12,1,2,4,4,6,18,0,0,0,0
UFC 222: Cyborg vs. Kunitskaya,Frankie Edgar,0,27,77,0.35,27,77,0,1,0.0,0,0,0.0,12,59,10,13,5,5,27,76,0,1,0,0,Brian Ortega,1,25,76,0.32,25,77,0,0,,0,0,2.0,21,71,3,4,1,1,17,66,6,8,2,2
UFC 137: Penn vs Diaz,Dustin Jacoby,0,18,72,0.25,35,89,0,0,,0,0,0.0,14,67,4,4,0,1,17,71,1,1,0,0,Clifford Starks,0,26,82,0.31,81,147,3,3,1.0,0,0,352.0,23,76,3,6,0,0,19,65,0,1,7,16
UFC 80: Rapid Fire,Paul Kelly,0,70,139,0.5,154,234,3,3,1.0,0,1,727.0,57,125,13,14,0,0,13,36,11,15,46,88,Paul Taylor,0,43,81,0.53,149,202,1,1,1.0,3,0,82.0,29,67,7,7,7,7,13,40,17,20,13,21
UFC 154: St-Pierre vs Condit,Georges St-Pierre,0,71,132,0.53,172,237,7,8,0.87,0,0,897.0,52,104,14,16,5,12,26,67,0,1,45,64,Carlos Condit,1,36,148,0.24,190,323,0,0,,0,1,64.0,27,117,4,13,5,18,23,128,0,1,13,19
UFC 90: Silva vs Cote,Thiago Alves,2,80,181,0.44,87,188,0,2,0.0,0,0,17.0,43,134,2,4,35,43,68,162,10,17,2,2,Josh Koscheck,0,39,128,0.3,46,135,0,5,0.0,0,0,158.0,25,106,9,17,5,5,34,121,5,7,0,0
The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks,0,17,29,0.58,33,47,2,2,1.0,8,0,136.0,11,22,2,3,4,4,6,12,9,14,2,3,DaMarques Johnson,0,13,21,0.61,26,35,0,0,,0,0,76.0,11,18,1,2,1,1,3,9,4,5,6,7
UFC 37: High Impact,Murilo Bustamante,1,17,40,0.42,39,62,2,2,1.0,2,0,191.0,15,38,2,2,0,0,7,13,2,5,8,22,Matt Lindland,0,35,66,0.53,82,113,0,3,0.0,1,1,297.0,6,35,9,10,20,21,7,28,25,33,3,5
UFC 59: Reality Check,Tito Ortiz,0,61,125,0.48,94,163,3,12,0.25,0,0,301.0,57,121,2,2,2,2,35,77,0,0,26,48,Forrest Griffin,0,58,170,0.34,81,200,0,0,,0,0,14.0,52,158,2,3,4,9,58,170,0,0,0,0
UFC Fight Night: Felder vs. Hooker,Callan Potter,0,7,15,0.46,8,17,1,1,1.0,0,0,3.0,6,14,1,1,0,0,5,12,2,3,0,0,Song Kenan,1,17,35,0.48,21,40,0,0,,0,0,7.0,12,29,5,6,0,0,14,29,2,5,1,1
UFC 41: Onslaught,Matt Lindland,0,40,76,0.52,180,230,4,13,0.3,2,1,612.0,31,67,8,8,1,1,5,27,11,19,24,30,Phil Baroni,0,44,73,0.6,83,113,1,2,0.5,0,0,48.0,15,44,29,29,0,0,5,20,22,34,17,19
UFC 210: Cormier vs. Johnson 2,Josh Emmett,0,41,142,0.28,43,144,0,1,0.0,0,0,0.0,13,99,10,20,18,23,41,142,0,0,0,0,Desmond Green,0,57,124,0.45,66,135,1,2,0.5,0,0,33.0,51,113,2,5,4,6,54,121,0,0,3,3
UFC 86: Jackson vs Griffin,Patrick Cote,0,24,64,0.37,39,80,0,0,,0,0,105.0,13,52,3,4,8,8,16,52,5,8,3,4,Ricardo Almeida,0,26,62,0.41,36,72,2,11,0.18,2,0,296.0,15,50,11,12,0,0,9,39,2,2,15,21
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Spencer Fisher,0,56,104,0.53,132,201,1,5,0.2,0,0,522.0,32,75,15,19,9,10,23,42,14,20,19,42,Jeremy Stephens,0,23,55,0.41,63,97,2,4,0.5,3,0,154.0,15,43,6,9,2,3,9,35,8,9,6,11
UFC 254: Khabib vs. Gaethje,Nathaniel Wood,0,136,321,0.42,138,325,0,3,0.0,0,0,0.0,70,237,9,22,57,62,134,318,2,3,0,0,Casey Kenney,0,123,247,0.49,125,249,2,6,0.33,0,0,90.0,74,189,25,32,24,26,118,241,4,5,1,1
UFC Fight Night: Maia vs. Askren,Randa Markos,0,78,140,0.55,94,158,0,1,0.0,0,1,185.0,58,116,10,13,10,11,42,93,26,33,10,14,Ashley Yoder,0,44,107,0.41,82,148,2,6,0.33,0,1,337.0,30,84,11,16,3,7,24,80,5,10,15,17
UFC 175: Weidman vs Machida,Uriah Hall,0,42,113,0.37,42,113,1,1,1.0,1,0,5.0,22,80,4,15,16,18,40,107,1,2,1,4,Thiago Santos,0,44,129,0.34,48,133,0,2,0.0,0,0,59.0,8,71,4,17,32,41,36,120,5,5,3,4
UFC Fight Night: Zabit vs. Kattar,Rustam Khabilov,0,12,28,0.42,56,79,4,12,0.33,0,0,635.0,6,21,3,4,3,3,8,23,0,0,4,5,Sergey Khandozhko,0,25,51,0.49,188,219,0,0,,0,0,7.0,12,33,0,3,13,15,23,49,2,2,0,0
UFC 229: Khabib vs. McGregor,Gray Maynard,0,13,27,0.48,13,27,0,0,,0,0,8.0,11,25,2,2,0,0,11,23,2,4,0,0,Nik Lentz,1,75,101,0.74,92,121,2,5,0.4,1,0,214.0,67,93,5,5,3,3,23,34,12,16,40,51
UFC Fight Night: Bisping vs. Gastelum,Song Kenan,1,14,14,1.0,15,15,0,0,,0,0,6.0,13,13,1,1,0,0,2,2,0,0,12,12,Bobby Nash,0,1,3,0.33,1,3,0,0,,0,0,0.0,0,2,1,1,0,0,1,3,0,0,0,0
UFC Fight Night: De Randamie vs. Ladd,Livinha Souza,0,23,66,0.34,30,73,2,3,0.66,0,0,43.0,8,43,10,17,5,6,15,56,7,9,1,1,Brianna Van Buren,0,72,187,0.38,88,204,3,4,0.75,0,0,281.0,48,151,15,23,9,13,51,151,17,31,4,5
UFC Fight Night: Edgar vs Faber,Mark Munoz,0,35,71,0.49,43,79,9,16,0.56,0,0,475.0,30,61,4,9,1,1,18,41,5,9,12,21,Luke Barnatt,0,42,96,0.43,98,154,1,2,0.5,0,0,5.0,27,74,14,21,1,1,20,65,20,28,2,3
UFC Fight Night: Smith vs. Clark,Ashlee Evans-Smith,0,42,164,0.25,47,169,0,2,0.0,0,0,10.0,12,108,17,35,13,21,37,156,5,8,0,0,Norma Dumont,1,94,161,0.58,109,178,2,4,0.5,0,1,241.0,78,142,8,11,8,8,71,130,9,13,14,18
UFC 39: The Warriors Return,Caol Uno,0,35,56,0.62,85,112,0,0,,0,0,553.0,25,45,6,6,4,5,5,10,7,9,23,37,Din Thomas,0,11,24,0.45,59,78,3,6,0.5,4,0,210.0,11,21,0,3,0,0,4,8,3,9,4,7
UFC 70: Nations Collide,Lyoto Machida,1,67,101,0.66,80,115,0,0,,1,0,157.0,34,65,16,18,17,18,38,60,11,12,18,29,David Heath,0,8,46,0.17,20,59,0,1,0.0,0,0,0.0,3,35,3,6,2,5,7,43,1,3,0,0
UFC Fight Night: Gustafsson vs. Smith,Daniel Teymur,0,40,83,0.48,49,93,1,6,0.16,0,0,236.0,22,53,5,6,13,24,24,57,8,11,8,15,Sung Bin Jo,0,21,63,0.33,23,65,1,3,0.33,1,0,9.0,13,53,7,9,1,1,12,52,8,10,1,1
UFC Fight Night: Magny vs. Ponzinibbio,Guido Cannetti,0,24,42,0.57,37,56,2,4,0.5,0,0,166.0,11,25,8,10,5,7,8,23,8,11,8,8,Marlon Vera,1,24,35,0.68,36,48,2,2,1.0,2,0,81.0,13,18,10,14,1,3,3,10,17,19,4,6
UFC 127: Penn vs Fitch,Tom Blackledge,0,8,13,0.61,8,13,0,0,,0,0,9.0,6,11,1,1,1,1,4,9,0,0,4,4,Anthony Perosh,0,7,13,0.53,11,18,1,4,0.25,1,0,68.0,7,13,0,0,0,0,3,6,0,0,4,7
UFC 136: Edgar vs Maynard 3,Frankie Edgar,1,61,176,0.34,64,179,0,11,0.0,0,0,15.0,39,137,9,22,13,17,57,168,1,4,3,4,Gray Maynard,1,42,170,0.24,52,180,0,2,0.0,0,0,16.0,36,158,4,9,2,3,32,153,8,14,2,3
UFC 241: Cormier vs. Miocic 2,Christos Giagos,0,87,155,0.56,113,186,2,5,0.4,1,0,199.0,55,117,29,33,3,5,69,127,16,23,2,5,Drakkar Klose,0,99,160,0.61,159,223,2,7,0.28,0,0,223.0,56,114,29,30,14,16,39,93,38,40,22,27
UFC 69: Shootout,Yushin Okami,0,28,55,0.5,129,170,4,9,0.44,2,0,434.0,24,50,2,2,2,3,12,34,4,4,12,17,Mike Swick,0,28,99,0.28,48,121,0,0,,0,1,59.0,14,77,3,6,11,16,16,83,11,15,1,1
UFC Fight Night: Chiesa vs. Magny,Ike Villanueva,1,24,56,0.42,24,56,0,0,,0,0,0.0,18,47,6,9,0,0,24,56,0,0,0,0,Vinicius Moreira,0,24,42,0.57,24,42,0,0,,0,0,0.0,4,10,10,18,10,14,23,41,1,1,0,0
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar,0,25,61,0.4,36,72,0,3,0.0,1,0,37.0,19,49,5,10,1,2,11,38,2,5,12,18,Matt Veach,0,7,42,0.16,7,42,3,9,0.33,0,0,120.0,5,39,2,2,0,1,5,35,2,7,0,0
UFC 52: Couture vs Liddell 2,Chuck Liddell,1,13,26,0.5,15,28,0,0,,0,0,2.0,12,25,0,0,1,1,11,23,0,1,2,2,Randy Couture,0,9,24,0.37,9,24,0,0,,0,0,2.0,8,22,0,1,1,1,8,21,1,3,0,0
UFC 231: Holloway vs. Ortega,Valentina Shevchenko,0,89,191,0.46,118,223,5,14,0.35,0,0,494.0,50,135,16,25,23,31,65,159,16,24,8,8,Joanna Jedrzejczyk,0,78,250,0.31,124,300,0,0,,0,0,17.0,12,133,44,78,22,39,59,224,19,26,0,0
UFC 160: Velasquez vs Silva 2,Donald Cerrone,0,78,152,0.51,130,213,4,7,0.57,0,0,348.0,51,115,15,23,12,14,51,112,5,6,22,34,KJ Noons,0,42,122,0.34,56,136,0,0,,0,0,0.0,17,71,13,28,12,23,41,121,1,1,0,0
